,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,prediction
4619,0.66,0.72,5,152,3,1,0,0,sales,low,0.028291271
4620,0.66,0.98,4,163,3,1,0,0,sales,low,0.028291271
4621,0.51,0.83,3,133,3,0,0,0,sales,low,0.028291271
4622,0.53,0.94,4,202,3,1,0,0,sales,low,0.028291271
4623,0.69,0.7,4,169,2,0,0,0,sales,low,0.028291271
4624,0.66,0.74,4,270,2,1,0,0,sales,low,0.028291271
4625,0.89,0.76,3,251,2,1,0,0,sales,low,0.028291271
4626,0.74,0.64,3,267,5,0,0,0,sales,low,0.053642914
4627,0.82,0.75,4,224,3,0,0,0,sales,low,0.028291271
4628,0.66,0.9,3,250,2,0,0,0,sales,low,0.028291271
4629,0.59,0.97,3,258,2,0,0,0,accounting,low,0.028291271
4630,0.13,0.65,2,209,5,0,0,0,accounting,low,0.053642914
4631,0.68,0.74,4,215,3,0,0,0,accounting,low,0.028291271
4632,0.5,0.81,3,183,3,0,0,0,hr,low,0.028291271
4633,0.6,0.82,3,143,3,0,0,0,hr,low,0.028291271
4634,0.87,0.98,3,174,3,0,0,0,hr,low,0.028291271
4635,0.51,0.89,6,170,4,0,0,0,hr,low,0.028291271
4636,0.66,0.96,4,160,2,0,0,0,technical,medium,0.028291271
4637,0.72,0.73,5,211,2,0,0,0,technical,medium,0.028291271
4638,0.57,0.98,3,236,3,1,0,0,technical,medium,0.028291271
4639,0.49,0.94,4,195,3,1,0,0,technical,medium,0.028291271
4640,0.8,0.94,3,150,3,0,0,0,technical,medium,0.028291271
4641,0.83,0.98,3,229,6,0,0,0,support,medium,0.625
4642,0.89,0.73,3,169,3,0,0,0,support,high,0.028291271
4643,0.94,0.82,3,246,3,0,0,0,support,low,0.028291271
4644,0.89,0.9,4,101,6,0,0,0,support,medium,0.625
4645,0.79,0.66,3,154,4,0,0,0,support,medium,0.028291271
4646,0.98,0.97,4,196,4,0,0,0,support,low,0.028291271
4647,0.98,0.97,3,209,3,0,0,0,support,low,0.028291271
4648,0.71,0.71,4,221,3,0,0,0,technical,low,0.028291271
4649,0.72,0.71,3,135,3,0,0,0,technical,low,0.028291271
4650,0.65,1,4,195,3,0,0,0,IT,low,0.028291271
4651,0.18,0.55,5,217,4,0,0,0,IT,low,0.028291271
4652,0.83,0.99,4,184,3,0,0,0,IT,low,0.028291271
4653,0.2,0.76,5,188,3,0,0,0,IT,low,0.028291271
4654,0.96,0.93,6,240,6,0,0,0,IT,low,0.625
4655,0.97,0.99,3,196,3,0,0,0,product_mng,low,0.028291271
4656,0.14,0.99,6,251,4,0,0,0,product_mng,low,0.028291271
4657,0.75,0.96,4,150,2,0,0,0,product_mng,low,0.028291271
4658,0.57,0.75,5,252,3,0,0,0,RandD,medium,0.028291271
4659,0.46,0.55,5,261,5,0,0,0,RandD,medium,0.053642914
4660,0.77,0.94,4,225,2,0,0,0,RandD,medium,0.028291271
4661,0.73,0.91,4,241,2,1,0,0,accounting,medium,0.028291271
4662,0.51,0.5,5,176,5,0,0,0,support,medium,0.053642914
4663,0.93,0.87,4,218,4,0,0,0,technical,medium,0.028291271
4664,0.74,1,4,219,3,0,0,0,management,medium,0.028291271
4665,0.82,0.9,3,227,3,0,0,0,marketing,medium,0.028291271
4666,0.86,0.91,4,182,2,0,0,0,marketing,medium,0.028291271
4667,0.99,0.86,4,196,2,1,0,0,marketing,high,0.028291271
4668,0.58,0.86,4,257,3,0,0,0,sales,low,0.028291271
4669,0.96,0.6,5,182,5,0,0,0,sales,medium,0.053642914
4670,0.23,0.94,4,142,4,0,0,0,sales,medium,0.028291271
4671,0.99,0.79,4,172,2,0,0,0,sales,medium,0.028291271
4672,0.97,0.84,3,223,3,0,0,0,sales,low,0.028291271
4673,0.98,0.86,2,219,4,0,0,0,sales,low,0.028291271
4674,0.79,0.98,3,195,2,0,0,0,sales,low,0.028291271
4675,0.54,0.91,2,156,3,0,0,0,sales,low,0.028291271
4676,0.51,0.51,5,259,4,0,0,0,sales,low,0.028291271
4677,0.83,0.91,4,266,3,1,0,0,sales,low,0.028291271
4678,0.6,0.7,3,147,2,0,0,0,sales,low,0.028291271
4679,0.58,0.83,4,207,3,0,0,0,sales,low,0.028291271
4680,0.46,0.41,6,148,4,0,0,0,sales,low,0.028291271
4681,0.61,0.82,3,157,2,0,0,0,accounting,low,0.028291271
4682,0.91,0.98,4,146,3,0,0,0,accounting,low,0.028291271
4683,0.5,0.94,3,262,4,0,0,0,accounting,low,0.028291271
4684,0.75,0.82,3,169,3,0,0,0,hr,low,0.028291271
4685,0.74,0.87,3,192,3,1,0,0,hr,low,0.028291271
4686,0.87,0.76,5,254,2,1,0,0,hr,low,0.028291271
4687,0.13,0.72,3,244,4,0,0,0,technical,medium,0.028291271
4688,0.71,0.43,2,100,6,0,0,0,technical,medium,0.053642914
4689,0.7,0.9,3,173,2,0,0,0,technical,medium,0.028291271
4690,0.32,0.87,2,197,2,1,0,0,technical,medium,0.028291271
4691,0.84,0.72,3,256,4,0,0,0,technical,medium,0.028291271
4692,0.79,0.87,4,253,2,0,0,0,technical,medium,0.028291271
4693,0.94,0.89,2,118,4,0,0,0,support,medium,0.028291271
4694,0.52,0.79,5,265,3,1,0,0,support,high,0.028291271
4695,0.61,0.71,3,152,4,1,0,0,support,medium,0.028291271
4696,0.78,0.78,3,252,3,0,0,0,support,medium,0.028291271
4697,0.8,0.97,4,259,2,0,0,0,support,low,0.028291271
4698,0.54,0.6,4,139,5,0,0,0,support,low,0.053642914
4699,0.96,0.91,4,228,3,1,0,0,support,low,0.028291271
4700,0.83,0.91,4,210,4,0,0,0,technical,low,0.028291271
4701,0.64,0.89,4,146,3,0,0,0,technical,low,0.028291271
4702,0.51,0.78,3,155,2,0,0,0,management,low,0.028291271
4703,0.31,0.42,2,169,5,0,0,0,IT,low,0.053642914
4704,0.17,0.85,3,168,4,0,0,0,IT,low,0.028291271
4705,0.72,0.98,3,211,2,0,0,0,IT,low,0.028291271
4706,0.81,0.95,3,204,2,0,0,0,product_mng,low,0.028291271
4707,0.75,0.98,2,161,3,0,0,0,product_mng,low,0.028291271
4708,0.74,0.73,3,267,3,0,0,0,product_mng,low,0.028291271
4709,0.82,0.73,3,183,3,0,0,0,IT,low,0.028291271
4710,0.78,0.87,3,183,4,0,0,0,RandD,low,0.028291271
4711,0.61,0.78,4,244,4,0,0,0,RandD,medium,0.028291271
4712,0.23,0.96,4,242,6,0,0,0,marketing,medium,0.625
4713,0.73,1,4,146,3,0,0,0,sales,medium,0.028291271
4714,0.4,0.65,4,252,6,0,0,0,accounting,medium,0.053642914
4715,0.61,0.93,3,250,4,0,0,0,management,medium,0.028291271
4716,0.9,0.98,2,243,3,0,0,0,marketing,medium,0.028291271
4717,0.52,0.75,4,266,3,0,0,0,marketing,medium,0.028291271
4718,0.77,0.72,4,223,3,0,0,0,sales,medium,0.028291271
4719,0.59,0.76,4,234,3,0,0,0,sales,high,0.028291271
4720,0.67,0.95,3,229,3,0,0,0,sales,medium,0.028291271
4721,0.75,0.76,3,246,3,0,0,0,sales,medium,0.028291271
4722,0.45,0.71,2,172,2,0,0,0,sales,low,0.028291271
4723,0.66,0.66,4,255,5,0,0,0,sales,low,0.053642914
4724,0.3,0.47,6,141,6,0,0,0,sales,low,0.053642914
4725,0.61,0.63,4,146,4,1,0,0,sales,low,0.028291271
4726,0.71,0.7,4,213,3,0,0,0,sales,low,0.028291271
4727,0.6,0.99,4,160,3,0,0,0,sales,low,0.028291271
4728,0.19,0.61,3,272,4,0,0,0,sales,low,0.028291271
4729,0.91,1,4,125,4,0,0,0,sales,medium,0.028291271
4730,0.9,0.78,3,162,2,0,0,0,sales,medium,0.028291271
4731,0.73,0.94,3,251,6,0,0,0,sales,medium,0.625
4732,0.73,0.91,3,135,2,0,0,0,hr,medium,0.028291271
4733,0.97,0.95,3,257,2,0,0,0,hr,medium,0.028291271
4734,0.38,0.6,5,145,5,0,0,0,hr,medium,0.053642914
4735,0.73,0.79,4,208,5,0,0,0,technical,medium,0.053642914
4736,0.79,0.78,2,228,2,0,0,0,technical,medium,0.028291271
4737,0.73,0.91,4,248,2,1,0,0,technical,medium,0.028291271
4738,0.22,0.9,4,209,5,0,0,0,technical,medium,0.625
4739,0.21,0.85,6,221,5,0,0,0,technical,medium,0.625
4740,0.2,0.52,5,218,5,0,0,0,technical,medium,0.053642914
4741,0.51,0.86,4,223,3,1,0,0,support,medium,0.028291271
4742,0.55,0.98,3,169,2,0,0,0,support,medium,0.028291271
4743,0.24,0.38,6,109,2,0,0,0,support,medium,0.028291271
4744,0.65,0.77,4,273,2,0,0,0,support,high,0.028291271
4745,0.98,0.67,4,189,4,0,0,0,support,high,0.028291271
4746,0.69,0.8,5,203,2,1,0,0,support,high,0.028291271
4747,0.71,0.56,3,177,4,0,0,0,support,high,0.028291271
4748,0.54,0.71,5,253,2,1,0,0,support,high,0.028291271
4749,0.77,0.98,3,273,3,0,0,0,support,high,0.028291271
4750,0.64,0.72,3,185,2,1,0,0,technical,high,0.028291271
4751,0.69,0.59,5,182,4,0,0,0,technical,high,0.028291271
4752,0.93,0.71,5,270,2,0,0,0,technical,high,0.028291271
4753,0.58,0.65,3,139,4,0,0,0,management,high,0.028291271
4754,0.33,0.46,5,261,6,1,0,0,IT,low,0.053642914
4755,0.65,0.9,3,241,3,0,0,0,IT,low,0.028291271
4756,0.9,0.7,3,223,2,0,0,0,IT,low,0.028291271
4757,0.59,0.8,3,258,3,1,0,0,IT,low,0.028291271
4758,0.88,0.55,4,205,4,0,0,0,product_mng,low,0.028291271
4759,0.63,0.83,4,243,4,0,0,0,product_mng,low,0.028291271
4760,0.96,0.76,4,158,3,0,0,0,IT,low,0.028291271
4761,0.7,0.73,3,194,2,0,0,0,RandD,low,0.028291271
4762,0.94,0.8,4,228,2,0,0,0,RandD,low,0.028291271
4763,0.58,0.9,5,257,3,0,0,0,marketing,medium,0.028291271
4764,0.55,0.97,2,140,2,0,0,0,sales,medium,0.028291271
4765,0.92,0.84,3,164,2,0,0,0,accounting,medium,0.028291271
4766,0.91,0.59,4,177,4,0,0,0,support,medium,0.028291271
4767,0.69,0.61,4,260,4,0,0,0,technical,medium,0.028291271
4768,0.23,0.7,4,233,2,0,0,0,management,medium,0.028291271
4769,0.21,0.81,4,227,5,0,0,0,marketing,medium,0.053642914
4770,0.73,0.74,3,254,4,1,0,0,marketing,medium,0.028291271
4771,0.71,0.79,4,261,3,0,0,0,sales,high,0.028291271
4772,0.2,0.38,6,212,6,0,0,0,sales,high,0.053642914
4773,0.97,0.7,4,218,2,0,0,0,sales,high,0.028291271
4774,0.23,0.99,5,176,4,1,0,0,sales,low,0.028291271
4775,0.6,0.75,4,144,2,0,0,0,sales,low,0.028291271
4776,0.86,0.95,4,184,3,0,0,0,sales,low,0.028291271
4777,0.79,0.77,6,233,6,0,0,0,sales,low,0.053642914
4778,1,0.97,5,141,2,0,0,0,accounting,medium,0.028291271
4779,0.2,0.8,6,251,5,0,0,0,accounting,medium,0.053642914
4780,0.23,0.46,4,274,5,1,0,0,hr,medium,0.053642914
4781,0.82,0.97,3,160,2,0,0,0,hr,medium,0.028291271
4782,0.98,0.8,3,166,2,0,0,0,hr,medium,0.028291271
4783,0.52,0.7,4,219,3,0,0,0,hr,medium,0.028291271
4784,0.96,0.61,4,158,6,0,0,0,technical,medium,0.053642914
4785,0.69,0.64,4,190,4,0,0,0,technical,medium,0.028291271
4786,0.92,0.77,5,191,2,0,0,0,technical,medium,0.028291271
4787,0.91,0.43,4,117,5,1,0,0,technical,medium,0.053642914
4788,0.85,0.96,4,240,6,0,0,0,technical,medium,0.625
4789,0.91,0.77,4,239,2,0,0,0,technical,medium,0.028291271
4790,0.74,0.95,3,157,4,0,0,0,technical,medium,0.028291271
4791,0.73,0.72,3,166,3,0,0,0,technical,medium,0.028291271
4792,0.55,0.98,4,137,2,0,0,0,technical,medium,0.028291271
4793,0.79,0.97,5,208,4,1,0,0,technical,medium,0.028291271
4794,0.74,0.56,3,125,6,0,0,0,support,medium,0.053642914
4795,0.95,0.76,4,220,3,0,0,0,support,medium,0.028291271
4796,0.79,0.9,5,146,3,1,0,0,support,high,0.028291271
4797,0.99,0.86,3,166,2,0,0,0,support,low,0.028291271
4798,0.56,0.79,4,197,2,0,0,0,support,medium,0.028291271
4799,0.7,0.79,4,240,2,0,0,0,support,medium,0.028291271
4800,0.46,0.66,6,229,3,0,0,0,support,medium,0.028291271
4801,0.24,0.61,5,252,4,0,0,0,technical,medium,0.028291271
4802,0.5,0.78,4,208,3,1,0,0,technical,medium,0.028291271
4803,0.58,0.72,3,113,3,1,0,0,management,medium,0.028291271
4804,0.83,0.81,4,209,4,0,0,0,IT,medium,0.028291271
4805,0.57,0.42,2,248,4,0,0,0,IT,medium,0.028291271
4806,0.51,0.83,5,161,3,0,0,0,IT,low,0.028291271
4807,0.65,0.96,2,246,2,1,0,0,IT,low,0.028291271
4808,0.77,0.7,3,145,2,0,0,0,product_mng,low,0.028291271
4809,0.42,0.77,3,270,3,0,0,0,product_mng,low,0.028291271
4810,0.68,0.79,4,273,4,0,0,0,product_mng,low,0.028291271
4811,0.83,0.92,4,187,6,1,0,0,product_mng,low,0.625
4812,0.77,0.96,3,232,2,1,0,0,RandD,low,0.028291271
4813,0.65,0.97,3,198,3,0,0,0,RandD,low,0.028291271
4814,0.65,0.49,5,238,4,0,0,0,marketing,high,0.028291271
4815,0.61,0.72,4,134,2,0,0,0,accounting,medium,0.028291271
4816,0.98,0.89,3,150,3,0,0,0,support,high,0.028291271
4817,0.68,0.88,5,256,2,0,0,0,technical,medium,0.028291271
4818,0.81,0.92,3,136,3,0,0,0,marketing,medium,0.028291271
4819,0.14,0.93,4,180,4,0,0,0,marketing,high,0.028291271
4820,0.49,0.91,3,227,3,0,0,0,sales,medium,0.028291271
4821,0.97,0.78,5,156,3,0,0,0,sales,medium,0.028291271
4822,0.91,0.6,4,133,4,1,0,0,sales,medium,0.028291271
4823,0.15,0.98,2,96,2,0,0,0,sales,high,0.028291271
4824,0.67,0.87,3,177,4,0,0,0,sales,high,0.028291271
4825,0.5,0.96,4,274,3,0,0,0,sales,low,0.028291271
4826,0.99,0.94,5,221,2,0,0,0,sales,medium,0.028291271
4827,0.97,0.94,3,202,2,0,0,0,sales,medium,0.028291271
4828,0.98,0.96,4,253,3,0,0,0,sales,low,0.028291271
4829,0.56,0.77,5,279,4,0,0,0,sales,low,0.028291271
4830,0.14,0.41,6,114,3,0,0,0,sales,low,0.028291271
4831,0.29,0.38,6,105,5,0,0,0,sales,low,0.053642914
4832,0.76,0.81,4,193,3,1,0,0,accounting,low,0.028291271
4833,0.96,0.72,4,228,2,0,0,0,accounting,high,0.028291271
4834,0.84,0.93,3,242,4,0,0,0,hr,low,0.028291271
4835,0.51,0.51,5,222,4,0,0,0,hr,low,0.028291271
4836,0.87,0.75,3,222,3,0,0,0,hr,low,0.028291271
4837,0.94,0.77,5,233,4,0,0,0,technical,high,0.028291271
4838,0.69,0.97,4,264,3,0,0,0,technical,low,0.028291271
4839,0.18,0.86,6,264,3,0,0,0,technical,high,0.028291271
4840,0.91,0.74,6,253,2,0,0,0,technical,low,0.028291271
4841,0.81,0.83,3,193,3,0,0,0,technical,medium,0.028291271
4842,0.48,0.79,3,180,2,0,0,0,technical,medium,0.028291271
4843,0.92,0.84,3,220,3,1,0,0,technical,high,0.028291271
4844,0.94,0.88,5,150,4,0,0,0,technical,medium,0.028291271
4845,0.96,0.91,3,257,3,0,0,0,support,medium,0.028291271
4846,0.24,0.74,3,269,4,1,0,0,support,medium,0.028291271
4847,0.62,0.89,5,243,3,0,0,0,support,medium,0.028291271
4848,0.55,0.76,4,257,3,0,0,0,support,medium,0.028291271
4849,0.62,0.56,4,267,4,0,0,0,support,medium,0.028291271
4850,0.72,0.52,3,143,4,1,0,0,support,low,0.028291271
4851,0.45,0.76,4,143,2,1,0,0,support,medium,0.028291271
4852,0.51,0.93,3,162,4,0,0,0,support,medium,0.028291271
4853,0.42,0.53,3,181,5,0,0,0,technical,medium,0.053642914
4854,0.5,0.98,5,177,4,0,0,0,management,medium,0.028291271
4855,0.25,0.68,4,279,5,1,0,0,IT,medium,0.053642914
4856,0.88,0.89,4,135,3,0,0,0,IT,medium,0.028291271
4857,0.75,0.77,3,178,4,0,0,0,IT,high,0.028291271
4858,0.77,0.8,3,147,3,0,0,0,IT,low,0.028291271
4859,0.55,0.72,3,204,2,0,0,0,product_mng,low,0.028291271
4860,0.7,0.73,5,151,2,0,0,0,product_mng,low,0.028291271
4861,0.96,0.78,3,209,2,0,0,0,product_mng,high,0.028291271
4862,0.18,0.73,6,225,4,0,0,0,product_mng,low,0.028291271
4863,0.22,0.62,6,142,3,0,0,0,IT,low,0.028291271
4864,0.37,0.71,2,139,4,0,0,0,RandD,high,0.028291271
4865,0.52,0.7,3,257,3,0,0,0,support,low,0.028291271
4866,0.71,0.85,3,260,3,0,0,0,marketing,medium,0.028291271
4867,0.5,0.96,5,229,4,0,0,0,marketing,medium,0.028291271
4868,0.95,0.9,2,129,5,0,0,0,marketing,medium,0.625
4869,0.95,0.77,3,184,4,0,0,0,sales,medium,0.028291271
4870,0.65,0.85,4,204,3,0,0,0,sales,medium,0.028291271
4871,0.94,0.72,3,152,2,1,0,0,sales,medium,0.028291271
4872,0.72,0.85,4,142,3,0,0,0,sales,medium,0.028291271
4873,0.94,0.79,4,136,2,0,0,0,sales,medium,0.028291271
4874,0.79,0.94,4,216,4,0,0,0,sales,medium,0.028291271
4875,0.62,0.76,4,163,3,0,0,0,sales,high,0.028291271
4876,0.94,0.74,4,224,5,0,0,0,sales,low,0.053642914
4877,0.17,0.71,5,257,4,1,0,0,sales,medium,0.028291271
4878,0.66,0.83,4,234,4,0,0,0,sales,medium,0.028291271
4879,0.41,0.75,4,199,3,0,0,0,sales,low,0.028291271
4880,0.98,0.99,3,235,3,0,0,0,sales,low,0.028291271
4881,0.55,0.97,4,136,4,0,0,0,sales,low,0.028291271
4882,0.99,0.71,4,155,3,0,0,0,sales,low,0.028291271
4883,0.51,0.98,4,269,3,0,0,0,accounting,low,0.028291271
4884,0.74,0.9,3,285,3,0,0,0,accounting,low,0.028291271
4885,0.81,0.87,5,241,3,0,0,0,accounting,low,0.028291271
4886,0.51,0.87,3,180,4,0,0,0,hr,low,0.028291271
4887,0.67,0.48,6,107,2,1,0,0,hr,low,0.028291271
4888,0.72,0.73,5,184,4,1,0,0,technical,low,0.028291271
4889,0.73,0.99,4,152,4,0,0,0,technical,medium,0.028291271
4890,0.91,0.59,4,133,4,0,0,0,technical,medium,0.028291271
4891,0.98,0.85,4,178,3,0,0,0,support,medium,0.028291271
4892,0.58,0.95,4,173,3,0,0,0,support,medium,0.028291271
4893,0.73,0.52,2,113,5,1,0,0,support,medium,0.053642914
4894,0.96,0.95,3,236,2,0,0,0,support,medium,0.028291271
4895,0.57,0.98,3,188,5,0,0,0,support,medium,0.625
4896,0.77,0.73,3,269,2,0,0,0,support,medium,0.028291271
4897,0.3,0.85,2,203,3,0,0,0,support,medium,0.028291271
4898,0.85,0.75,3,214,3,0,0,0,support,medium,0.028291271
4899,0.49,0.83,2,185,6,0,0,0,support,medium,0.625
4900,0.77,0.43,4,265,6,0,0,0,support,high,0.053642914
4901,1,0.99,4,184,4,0,0,0,support,low,0.028291271
4902,0.85,0.74,3,157,3,0,0,0,technical,medium,0.028291271
4903,0.87,0.75,3,258,3,0,0,0,technical,medium,0.028291271
4904,0.9,0.79,3,222,6,1,0,0,technical,medium,0.053642914
4905,0.71,0.8,5,248,4,0,0,0,management,medium,0.028291271
4906,0.59,0.56,5,162,4,0,0,0,IT,low,0.028291271
4907,0.85,0.74,3,250,3,1,0,0,IT,low,0.028291271
4908,0.72,0.82,4,231,3,0,0,0,IT,low,0.028291271
4909,0.52,0.9,3,133,3,0,0,0,product_mng,low,0.028291271
4910,0.7,0.68,3,185,4,0,0,0,IT,low,0.028291271
4911,0.58,0.86,3,182,3,0,0,0,RandD,low,0.028291271
4912,0.89,0.5,2,238,4,0,0,0,RandD,low,0.028291271
4913,0.55,0.89,4,209,3,0,0,0,RandD,low,0.028291271
4914,0.55,0.61,4,272,4,1,0,0,marketing,low,0.028291271
4915,0.6,0.77,3,202,3,0,0,0,sales,low,0.028291271
4916,0.75,0.9,4,185,3,0,0,0,accounting,low,0.028291271
4917,0.57,0.88,3,176,3,0,0,0,support,low,0.028291271
4918,0.69,0.94,4,239,3,0,0,0,technical,low,0.028291271
4919,0.87,0.98,4,238,3,1,0,0,management,low,0.028291271
4920,0.69,0.36,5,269,6,1,0,0,marketing,medium,0.053642914
4921,0.58,0.92,3,232,5,0,0,0,marketing,medium,0.625
4922,0.87,0.64,2,148,6,1,0,0,marketing,medium,0.053642914
4923,0.71,0.77,3,149,2,0,0,0,sales,medium,0.028291271
4924,0.74,0.78,4,203,2,0,0,0,sales,medium,0.028291271
4925,0.59,0.86,4,260,2,0,0,0,sales,medium,0.028291271
4926,0.81,0.84,3,216,3,0,0,0,sales,medium,0.028291271
4927,0.53,0.87,5,158,3,0,0,0,sales,medium,0.028291271
4928,0.94,0.85,4,180,4,0,0,0,sales,medium,0.028291271
4929,0.76,0.77,5,133,2,0,0,0,sales,high,0.028291271
4930,0.2,0.58,5,199,4,0,0,0,sales,low,0.028291271
4931,0.96,0.72,3,195,2,0,0,0,sales,medium,0.028291271
4932,0.2,0.48,4,156,4,1,0,0,sales,medium,0.028291271
4933,0.53,0.71,3,125,2,1,0,0,sales,low,0.028291271
4934,0.75,0.76,3,171,4,0,0,0,sales,low,0.028291271
4935,0.55,0.91,4,199,3,0,0,0,sales,low,0.028291271
4936,0.99,0.64,4,218,4,0,0,0,accounting,low,0.028291271
4937,0.96,0.86,4,268,3,0,0,0,accounting,low,0.028291271
4938,0.82,0.92,3,257,2,0,0,0,accounting,low,0.028291271
4939,0.88,0.77,4,224,5,1,0,0,hr,low,0.053642914
4940,0.78,0.97,4,221,4,0,0,0,hr,low,0.028291271
4941,0.46,0.47,6,101,5,0,0,0,hr,low,0.053642914
4942,0.91,0.55,3,223,4,1,0,0,technical,low,0.028291271
4943,0.6,0.68,4,271,4,0,0,0,technical,low,0.028291271
4944,0.73,0.62,5,186,4,0,0,0,technical,low,0.028291271
4945,0.4,0.65,6,172,2,1,0,0,technical,low,0.028291271
4946,0.56,0.99,3,209,2,0,0,0,technical,low,0.028291271
4947,0.98,0.79,4,231,4,0,0,0,support,medium,0.028291271
4948,0.71,0.96,4,131,3,0,0,0,support,medium,0.028291271
4949,0.72,0.89,4,217,3,0,0,0,support,medium,0.028291271
4950,0.5,0.83,4,242,2,0,0,0,support,medium,0.028291271
4951,0.32,0.55,4,167,5,0,0,0,support,medium,0.053642914
4952,0.96,0.88,5,269,2,0,0,0,support,medium,0.028291271
4953,0.67,0.92,4,156,2,0,0,0,support,medium,0.028291271
4954,0.26,0.7,3,238,6,0,0,0,support,medium,0.053642914
4955,0.51,0.9,5,193,4,0,0,0,support,medium,0.028291271
4956,0.16,0.78,4,196,5,0,0,0,technical,high,0.053642914
4957,0.77,0.71,5,233,2,0,0,0,technical,low,0.028291271
4958,0.67,0.52,2,152,5,0,0,0,technical,medium,0.053642914
4959,0.36,0.77,4,252,2,0,0,0,management,medium,0.028291271
4960,0.69,0.82,3,262,5,1,0,0,IT,medium,0.625
4961,0.72,0.76,3,261,4,0,0,0,IT,medium,0.028291271
4962,0.72,0.81,4,144,2,0,0,0,IT,low,0.028291271
4963,0.88,0.95,4,234,3,0,0,0,IT,low,0.028291271
4964,0.49,0.8,3,238,4,0,0,0,product_mng,low,0.028291271
4965,0.59,0.97,5,242,3,0,0,0,product_mng,low,0.028291271
4966,0.8,0.87,4,209,3,0,0,0,product_mng,low,0.028291271
4967,0.18,0.79,4,240,5,0,0,0,RandD,low,0.053642914
4968,0.44,0.61,3,147,4,0,0,0,RandD,low,0.028291271
4969,0.55,0.97,4,162,3,0,0,0,RandD,low,0.028291271
4970,0.75,0.88,3,224,2,0,0,0,sales,low,0.028291271
4971,0.66,0.78,4,256,3,0,0,0,accounting,low,0.028291271
4972,0.6,0.86,6,272,4,0,0,0,technical,low,0.028291271
4973,0.64,0.78,4,159,4,0,0,0,management,medium,0.028291271
4974,0.85,0.8,4,219,2,0,0,0,marketing,medium,0.028291271
4975,0.3,0.53,3,210,6,0,0,0,marketing,medium,0.053642914
4976,0.74,0.95,4,237,3,1,0,0,marketing,medium,0.028291271
4977,0.14,0.8,5,226,3,0,0,0,sales,medium,0.028291271
4978,0.93,0.76,3,212,3,0,0,0,sales,medium,0.028291271
4979,0.75,0.48,3,250,5,0,0,0,sales,medium,0.053642914
4980,0.59,0.6,3,149,4,0,0,0,sales,medium,0.028291271
4981,0.2,0.9,5,228,6,0,0,0,sales,medium,0.625
4982,1,0.84,3,215,2,0,0,0,sales,medium,0.028291271
4983,0.16,0.72,4,192,6,0,0,0,sales,high,0.053642914
4984,0.77,0.56,5,226,4,0,0,0,sales,low,0.028291271
4985,0.52,0.85,4,193,3,0,0,0,sales,medium,0.028291271
4986,0.13,0.72,4,247,3,0,0,0,sales,medium,0.028291271
4987,0.92,0.8,3,211,4,0,0,0,sales,low,0.028291271
4988,0.34,0.78,5,137,4,0,0,0,sales,low,0.028291271
4989,0.61,0.95,4,191,2,0,0,0,hr,low,0.028291271
4990,0.52,0.96,4,125,3,0,0,0,hr,low,0.028291271
4991,0.89,0.79,4,152,3,0,0,0,hr,low,0.028291271
4992,0.62,0.86,4,135,3,0,0,0,technical,low,0.028291271
4993,0.55,0.49,2,180,5,1,0,0,technical,low,0.053642914
4994,0.83,0.84,4,146,3,0,0,0,technical,low,0.028291271
4995,0.23,0.88,5,201,3,0,0,0,technical,low,0.028291271
4996,0.13,0.74,6,132,4,1,0,0,technical,medium,0.028291271
4997,0.96,0.63,4,142,4,0,0,0,technical,medium,0.028291271
4998,0.5,0.74,5,256,3,1,0,0,support,medium,0.028291271
4999,0.66,0.72,3,135,2,0,0,0,support,medium,0.028291271
5000,0.61,0.72,4,209,2,0,0,0,support,medium,0.028291271
5001,0.45,0.48,5,287,5,0,0,0,support,medium,0.053642914
5002,0.5,0.95,4,222,3,1,0,0,support,medium,0.028291271
5003,0.75,0.82,3,227,2,0,0,0,support,medium,0.028291271
5004,0.49,0.79,5,206,2,0,0,0,support,medium,0.028291271
5005,0.82,0.87,5,273,6,0,0,0,support,medium,0.625
5006,0.4,0.85,5,99,2,1,0,0,support,high,0.028291271
5007,0.36,0.61,4,166,4,0,0,0,technical,low,0.028291271
5008,0.8,0.99,5,187,3,1,0,0,technical,medium,0.028291271
5009,0.12,0.39,5,161,4,0,0,0,IT,low,0.028291271
5010,0.6,0.7,4,145,6,0,0,0,IT,low,0.053642914
5011,0.36,0.62,4,111,6,0,0,0,IT,low,0.053642914
5012,0.63,0.76,3,176,2,0,0,0,product_mng,low,0.028291271
5013,0.67,0.94,2,192,3,0,0,0,product_mng,low,0.028291271
5014,0.83,0.9,3,179,2,1,0,0,product_mng,low,0.028291271
5015,0.48,0.9,4,224,3,0,0,0,product_mng,low,0.028291271
5016,0.89,0.56,4,241,5,0,0,0,IT,low,0.053642914
5017,0.71,0.96,3,201,3,0,0,0,RandD,low,0.028291271
5018,0.89,0.84,5,168,2,0,0,0,RandD,low,0.028291271
5019,0.88,0.92,3,179,3,0,0,0,RandD,low,0.028291271
5020,0.64,0.85,3,250,3,0,0,0,marketing,low,0.028291271
5021,0.65,0.74,4,237,3,1,0,0,sales,low,0.028291271
5022,0.65,0.81,4,192,3,0,0,0,accounting,low,0.028291271
5023,0.54,0.97,4,258,3,0,0,0,support,low,0.028291271
